Game Number,Date,Home Team,Home Money Line,Home Spread,Home Score,Home W/L,Home Covered,Away Team,Away Money Line,Away Spread,Away Score,Away W/L,Away Covered,Total,Total Covered
1174,2022-04-03,Orlando,160,4.5,88,L,N,New York,-185,-4.5,118,W,Y,216.0,under
1175,2022-04-03,Toronto,-165,-3.0,109,L,N,Miami,140,3.0,114,W,Y,212.5,over
1176,2022-04-03,Houston,575,12.5,132,L,Y,Minnesota,-900,-12.5,139,W,N,243.0,over
1177,2022-04-03,Oklahoma City,700,14.5,117,W,Y,Phoenix,-1200,-14.5,96,L,N,224.5,under
1178,2022-04-03,San Antonio,-1200,-14.5,113,W,Y,Portland,700,14.5,92,L,N,231.5,under
1179,2022-04-03,Sacramento,210,6.5,90,L,N,Golden State,-250,-6.5,109,W,Y,224.5,under
1180,2022-04-03,Los Angeles Clippers,-135,-2.5,119,W,Y,New Orleans,115,2.5,100,L,N,223.0,under
1181,2022-04-05,Indiana,525,12.5,122,L,Y,Philadelphia,-800,-12.5,131,W,N,231.5,over
1182,2022-04-05,Orlando,280,8.5,120,W,Y,Cleveland,-360,-8.5,115,L,N,214.5,over
1183,2022-04-05,Brooklyn,-2500,-18.5,118,W,N,Houston,1050,18.5,105,L,Y,244.5,under
1184,2022-04-05,Miami,-210,-5.0,144,W,Y,Charlotte,175,5.0,115,L,N,224.5,over
1185,2022-04-05,Toronto,-175,-4.0,118,W,Y,Atlanta,150,4.0,108,L,N,226.5,under
1186,2022-04-05,Chicago,145,3.5,106,L,N,Milwaukee,-170,-3.5,127,W,Y,229.0,over
1187,2022-04-05,Minnesota,-655,-11.5,114,L,N,Washington,445,11.5,132,W,Y,233.5,over
1188,2022-04-05,Oklahoma City,-160,-3.5,98,W,Y,Portland,135,3.5,94,L,N,223.0,under
1189,2022-04-05,Denver,-235,-6.0,97,L,N,San Antonio,195,6.0,116,W,Y,237.0,under
1190,2022-04-05,Utah,-210,-5.5,121,W,Y,Memphis,175,5.5,115,L,N,221.0,over
1191,2022-04-05,Sacramento,265,7.5,109,L,N,New Orleans,-330,-7.5,123,W,Y,227.0,over
1192,2022-04-05,Phoenix,-700,-11.5,121,W,N,Los Angeles Lakers,475,11.5,110,L,Y,232.5,under
1193,2022-04-06,Detroit,335,9.0,113,L,N,Dallas,-455,-9.0,131,W,Y,220.0,over
1194,2022-04-06,New York,250,7.0,98,L,N,Brooklyn,-300,-7.0,110,W,Y,232.0,under
1195,2022-04-06,Atlanta,-565,-10.5,118,W,Y,Washington,400,10.5,103,L,N,230.0,under
1196,2022-04-06,Chicago,220,6.5,94,L,N,Boston,-270,-6.5,117,W,Y,224.0,under
1197,2022-04-06,Utah,-1900,-17.0,137,W,Y,Oklahoma City,900,17.0,101,L,N,224.5,over
1198,2022-04-06,Los Angeles Clippers,-105,1.0,113,W,Y,Phoenix,-115,-1.0,109,L,N,226.0,under
1199,2022-04-07,Charlotte,-1100,-13.5,128,W,Y,Orlando,650,13.5,101,L,N,227.5,over
1200,2022-04-07,Toronto,-125,-1.5,119,W,Y,Philadelphia,105,1.5,114,L,N,215.5,over
1201,2022-04-07,Milwaukee,-230,-5.5,127,W,Y,Boston,190,5.5,121,L,N,227.5,over
1202,2022-04-07,Minnesota,-395,-8.5,127,W,N,San Antonio,300,8.5,121,L,Y,237.5,over
1203,2022-04-07,New Orleans,-2200,-16.5,127,W,Y,Portland,1000,16.5,94,L,N,223.0,under
1204,2022-04-07,Denver,-150,-3.0,122,W,Y,Memphis,130,3.0,109,L,N,232.5,under
1205,2022-04-07,Golden State,-950,-12.5,128,W,Y,Los Angeles Lakers,600,12.5,112,L,N,221.5,over
1206,2022-04-08,Detroit,215,5.5,101,L,N,Milwaukee,-260,-5.5,131,W,Y,227.0,over
1207,2022-04-08,Washington,-115,-1.0,92,L,N,New York,-105,1.0,114,W,Y,220.5,under
1208,2022-04-08,Brooklyn,-280,-6.5,118,W,Y,Cleveland,230,6.5,107,L,N,228.0,under
1209,2022-04-08,Toronto,-1400,-14.5,117,W,N,Houston,750,14.5,115,L,Y,228.0,over
1210,2022-04-08,Miami,-140,-3.0,113,W,Y,Atlanta,120,3.0,109,L,N,228.5,under
1211,2022-04-08,Chicago,-140,-2.0,117,L,N,Charlotte,120,2.0,133,W,Y,227.5,over
1212,2022-04-08,Dallas,-2200,-18.0,128,W,Y,Portland,1000,18.0,78,L,N,221.5,under
1213,2022-04-08,Utah,-145,-2.5,105,L,N,Phoenix,125,2.5,111,W,Y,226.0,under
1214,2022-04-08,Los Angeles Lakers,-380,-9.0,120,W,Y,Oklahoma City,290,9.0,101,L,N,227.5,under
1215,2022-04-09,Philadelphia,-1000,-14.5,133,W,N,Indiana,625,14.5,120,L,Y,234.0,over
1216,2022-04-09,Memphis,-240,-5.5,141,W,Y,New Orleans,200,5.5,114,L,N,232.5,over
1217,2022-04-09,San Antonio,230,6.5,94,L,Y,Golden State,-280,-6.5,100,W,N,221.5,under
1218,2022-04-09,Los Angeles Clippers,-700,-11.5,117,W,Y,Sacramento,475,11.5,98,L,N,225.5,under
1219,2022-04-10,Brooklyn,-2500,-16.5,134,W,N,Indiana,1000,16.5,126,L,Y,238.5,over
1220,2022-04-10,Charlotte,-1100,-13.5,124,W,Y,Washington,650,13.5,108,L,N,231.5,over
1221,2022-04-10,Cleveland,-395,-8.5,133,W,Y,Milwaukee,300,8.5,115,L,N,223.5,over
1222,2022-04-10,Houston,445,11.0,114,L,N,Atlanta,-655,-11.0,130,W,Y,238.0,over
1223,2022-04-10,Memphis,215,5.5,110,L,N,Boston,-260,-5.5,139,W,Y,228.5,over
1224,2022-04-10,New York,170,5.0,105,W,Y,Toronto,-200,-5.0,94,L,N,224.0,under
1225,2022-04-10,Orlando,335,9.5,125,W,Y,Miami,-455,-9.5,111,L,N,218.5,over
1226,2022-04-10,Philadelphia,-900,-12.0,118,W,p,Detroit,575,12.0,106,L,p,232.5,under
1227,2022-04-10,Minnesota,-330,-7.5,120,L,N,Chicago,265,7.5,124,W,Y,231.0,over
1228,2022-04-10,Portland,850,17.5,80,L,N,Utah,-1700,-17.5,111,W,Y,223.0,under
1229,2022-04-10,Dallas,-555,10.5,130,W,Y,San Antonio,395,-10.5,120,L,N,224.5,over
1230,2022-04-10,Denver,-555,-8.0,141,L,N,Los Angeles Lakers,395,8.0,146,W,Y,229.0,over
1231,2022-04-10,Los Angeles Clippers,-555,-10.5,138,W,Y,Oklahoma City,395,10.5,88,L,N,220.5,over
1232,2022-04-10,New Orleans,170,5.0,107,L,N,Golden State,-200,-5.0,128,W,Y,223.5,over
1233,2022-04-10,Phoenix,-1000,-13.5,109,L,N,Sacramento,625,13.5,116,W,Y,231.5,under
1234,2022-04-12,Brooklyn,-395,-8.0,115,W,N,Cleveland,300,8.0,108,L,Y,229.5,under
1235,2022-04-12,Minnesota,-135,-2.5,109,W,Y,Los Angeles Clippers,115,2.5,104,L,N,230.5,under
1236,2022-04-13,Atlanta,-185,-4.5,132,W,Y,Charlotte,160,4.5,103,L,N,238.0,under
1237,2022-04-13,New Orleans,-200,-5.0,113,W,Y,San Antonio,170,5.0,103,L,N,229.0,under
1238,2022-04-15,Cleveland,120,2.5,101,L,N,Atlanta,-140,-2.5,107,W,Y,225.0,under
1239,2022-04-15,Los Angeles Clippers,-180,-4.0,101,L,N,New Orleans,155,4.0,105,W,Y,216.5,under
1240,2022-04-16,Dallas,155,4.5,93,L,N,Utah,-180,-4.5,99,W,Y,214.5,under
1241,2022-04-16,Memphis,-300,-7.0,117,L,N,Minnesota,250,7.0,130,W,Y,235.0,over
1242,2022-04-16,Philadelphia,-195,-4.5,131,W,Y,Toronto,165,4.5,111,L,N,217.0,over
1243,2022-04-16,Golden State,-200,-5.0,123,W,Y,Denver,170,5.0,107,L,N,224.0,over
1244,2022-04-17,Miami,-250,-6.0,115,W,Y,Atlanta,210,6.0,91,L,N,216.0,under
1245,2022-04-17,Boston,-180,-4.0,115,W,N,Brooklyn,155,4.0,114,L,Y,225.0,over
1246,2022-04-17,Milwaukee,-565,-10.0,93,W,N,Chicago,400,10.0,86,L,Y,228.5,under
1247,2022-04-17,Phoenix,-625,-10.5,110,W,Y,New Orleans,430,10.5,99,L,N,226.5,under
1248,2022-04-18,Philadelphia,-270,-6.5,112,W,Y,Toronto,220,6.5,97,L,N,220.5,under
1249,2022-04-18,Dallas,185,5.0,110,W,Y,Utah,-225,-5.0,104,L,N,203.0,over
1250,2022-04-18,Golden State,-280,-7.0,126,W,Y,Denver,230,7.0,106,L,N,224.5,over
1251,2022-04-19,Miami,-300,-7.0,115,W,Y,Atlanta,250,7.0,105,L,N,217.0,over
1252,2022-04-19,Memphis,-300,-7.0,124,W,Y,Minnesota,250,7.0,96,L,N,241.5,under
1253,2022-04-19,Phoenix,-615,-10.0,114,L,N,New Orleans,425,10.0,125,W,Y,221.5,over
1254,2022-04-20,Boston,-185,-3.5,114,W,Y,Brooklyn,160,3.5,107,L,N,228.0,under
1255,2022-04-20,Toronto,110,2.0,101,L,N,Philadelphia,-130,-2.0,104,W,Y,214.5,under
1256,2022-04-20,Milwaukee,-565,-10.0,110,L,N,Chicago,400,10.0,114,W,Y,225.0,under
1257,2022-04-21,Minnesota,110,2.0,95,L,N,Memphis,-130,-2.0,104,W,Y,238.0,under
1258,2022-04-21,Utah,-320,-7.5,118,L,N,Dallas,260,7.5,126,W,Y,209.0,over
1259,2022-04-21,Denver,115,2.0,113,L,N,Golden State,-135,-2.0,118,W,Y,224.0,over
1260,2022-04-22,Atlanta,110,2.0,111,W,Y,Miami,-130,-2.0,110,L,N,220.0,over
1261,2022-04-22,Chicago,105,1.5,81,L,N,Milwaukee,-125,-1.5,111,W,Y,223.5,under
1262,2022-04-22,New Orleans,-110,1.0,111,L,N,Phoenix,-110,-1.0,114,W,Y,219.5,over
1263,2022-04-23,Toronto,130,3.0,110,W,Y,Philadelphia,-150,-3.0,102,L,N,214.0,under
1264,2022-04-23,Utah,-200,-4.5,100,W,N,Dallas,170,4.5,99,L,Y,211.5,under
1265,2022-04-23,Brooklyn,-165,-3.5,103,L,N,Boston,140,3.5,109,W,Y,223.5,under
1266,2022-04-23,Minnesota,130,3.0,119,W,Y,Memphis,-150,-3.0,118,L,N,233.5,over
1267,2022-04-24,Chicago,150,4.0,95,L,N,Milwaukee,-175,-4.0,119,W,Y,219.0,under
1268,2022-04-24,Denver,135,3.5,126,W,Y,Golden State,-160,-3.5,121,L,N,224.0,over
1269,2022-04-24,Atlanta,100,1.5,86,L,N,Miami,-120,-1.5,110,W,Y,221.0,under
1270,2022-04-24,New Orleans,135,3.0,118,W,Y,Phoenix,-160,-3.0,103,L,N,217.0,over
1271,2022-04-25,Brooklyn,-140,-2.5,112,L,N,Boston,120,2.5,116,W,Y,220.0,over
1272,2022-04-25,Philadelphia,-360,-8.0,88,L,N,Toronto,280,8.0,103,W,Y,210.0,under
1273,2022-04-25,Dallas,-160,-3.0,102,W,Y,Utah,135,3.0,77,L,N,211.5,under
1274,2022-04-26,Miami,-300,-7.0,97,W,N,Atlanta,250,7.0,94,L,Y,218.0,under
1275,2022-04-26,Memphis,-280,-7.0,111,W,N,Minnesota,230,7.0,109,L,Y,233.0,under
1276,2022-04-26,Phoenix,-250,-6.5,112,W,Y,New Orleans,210,6.5,97,L,N,215.5,under
1277,2022-04-27,Milwaukee,-585,-10.0,116,W,Y,Chicago,410,10.0,100,L,N,218.5,under
1278,2022-04-27,Golden State,-430,-8.5,102,W,N,Denver,320,8.5,98,L,Y,225.5,under
1279,2022-04-28,Toronto,100,1.5,97,L,N,Philadelphia,-120,-1.5,132,W,Y,209.5,over
1280,2022-04-28,New Orleans,120,2.5,109,L,N,Phoenix,-140,-2.5,115,W,Y,214.5,over
1281,2022-04-28,Utah,-120,-1.5,96,L,N,Dallas,100,1.5,98,W,Y,209.5,under
1282,2022-04-29,Minnesota,100,1.0,106,L,N,Memphis,-120,-1.0,114,W,Y,228.5,under
1283,2022-05-01,Boston,-195,-4.5,89,L,N,Milwaukee,165,4.5,101,W,Y,217.5,under
1284,2022-05-01,Memphis,120,2.5,116,L,Y,Golden State,-140,-2.5,117,W,N,218.0,over
1285,2022-05-02,Miami,-185,-4.0,106,W,Y,Philadelphia,160,4.0,92,L,N,207.0,under
1286,2022-05-02,Phoenix,-250,-6.0,121,W,Y,Dallas,210,6.0,114,L,N,213.0,over
1287,2022-05-03,Boston,-180,-4.0,109,W,Y,Milwaukee,155,4.0,86,L,N,215.0,under
1288,2022-05-03,Memphis,110,2.0,106,W,Y,Golden State,-130,-2.0,101,L,N,226.5,under
1289,2022-05-04,Miami,-460,-9.0,119,W,Y,Philadelphia,340,9.0,103,L,N,206.5,over
1290,2022-05-04,Phoenix,-250,-6.0,129,W,Y,Dallas,210,6.0,109,L,N,216.0,over
1291,2022-05-06,Philadelphia,-115,-1.0,99,W,Y,Miami,-105,1.0,79,L,N,210.5,under
1292,2022-05-06,Dallas,-105,1.0,103,W,Y,Phoenix,-115,-1.0,94,L,N,219.5,under
1293,2022-05-07,Milwaukee,-150,-3.0,103,W,N,Boston,130,3.0,101,L,Y,213.0,under
1294,2022-05-07,Golden State,-270,-6.5,142,W,Y,Memphis,220,6.5,112,L,N,226.5,over
1295,2022-05-08,Dallas,100,1.0,111,W,Y,Phoenix,-120,-1.0,101,L,N,215.0,under
1296,2022-05-08,Philadelphia,-125,-1.5,116,W,Y,Miami,105,1.5,108,L,N,207.5,over
1297,2022-05-09,Milwaukee,-125,-1.5,108,L,N,Boston,105,1.5,116,W,Y,210.0,over
1298,2022-05-09,Golden State,-415,-9.0,101,W,N,Memphis,310,9.0,98,L,Y,227.0,under
1299,2022-05-10,Miami,-165,-3.5,120,W,Y,Philadelphia,140,3.5,85,L,N,210.0,under
1300,2022-05-10,Phoenix,-235,-5.5,110,W,Y,Dallas,195,5.5,80,L,N,213.0,under
1301,2022-05-11,Boston,-220,-5.5,107,L,N,Milwaukee,180,5.5,110,W,Y,214.5,over
1302,2022-05-11,Memphis,135,3.0,134,W,Y,Golden State,-160,-3.0,95,L,N,219.5,over
1303,2022-05-12,Philadelphia,-140,-2.5,90,L,N,Miami,120,2.5,99,W,Y,207.5,under
1304,2022-05-12,Dallas,110,2.0,113,W,Y,Phoenix,-130,-2.0,86,L,N,214.0,under
1305,2022-05-13,Milwaukee,-130,-1.5,95,L,N,Boston,110,1.5,108,W,Y,211.5,under
1306,2022-05-13,Golden State,-435,-8.5,110,W,Y,Memphis,325,8.5,96,L,N,219.5,under
1307,2022-05-15,Boston,-200,-5.0,109,W,Y,Milwaukee,170,5.0,81,L,N,209.5,under
1308,2022-05-15,Phoenix,-260,-6.0,90,L,N,Dallas,215,6.0,123,W,Y,205.0,over
1309,2022-05-17,Miami,-130,-2.0,118,W,Y,Boston,110,2.0,107,L,N,205.5,over
1310,2022-05-18,Golden State,-220,-5.0,112,W,Y,Dallas,180,5.0,87,L,N,215.0,under
1311,2022-05-19,Miami,-180,-4.5,102,L,N,Boston,155,4.5,127,W,Y,206.0,over
1312,2022-05-20,Golden State,-260,-6.5,126,W,Y,Dallas,215,6.5,117,L,N,214.0,over
1313,2022-05-21,Boston,-245,-6.0,103,L,N,Miami,205,6.0,109,W,Y,208.5,over
1314,2022-05-22,Dallas,-125,-2.0,100,L,N,Golden State,105,2.0,109,W,Y,218.5,under
1315,2022-05-23,Boston,-300,-7.0,102,W,Y,Miami,250,7.0,82,L,N,208.5,under
1316,2022-05-24,Dallas,-120,-1.0,119,W,Y,Golden State,100,1.0,109,L,N,215.5,over
1317,2022-05-25,Miami,100,1.0,80,L,N,Boston,-120,-1.0,93,W,Y,203.5,under
1318,2022-05-26,Golden State,-350,-7.5,120,W,Y,Dallas,275,7.5,110,L,N,216.5,over
1319,2022-05-27,Boston,-420,-9.0,103,L,N,Miami,315,9.0,111,W,Y,201.0,over
1320,2022-05-29,Miami,120,2.5,96,L,N,Boston,-140,-2.5,100,W,Y,199.0,under
1321,2022-06-02,Golden State,-160,-3.5,108,L,N,Boston,135,3.5,120,W,Y,212.0,over
1322,2022-06-05,Golden State,-180,-4.5,107,W,Y,Boston,155,4.5,88,L,N,216.0,under
1323,2022-06-08,Boston,-160,-3.5,116,W,Y,Golden State,135,3.5,100,L,N,213.0,over
1324,2022-06-10,Boston,-165,-3.5,97,L,N,Golden State,140,3.5,107,W,Y,214.5,under
1325,2022-06-13,Golden State,-170,-3.5,104,W,Y,Boston,145,3.5,94,L,N,212.0,under
