Game Number,Date,Home Team,Home Money Line,Home Spread,Home Score,Home W/L,Home Covered,Away Team,Away Money Line,Away Spread,Away Score,Away W/L,Away Covered,Total,Total Covered
657,2022-01-17,Los Angeles Lakers,185,5.0,101,W,Y,Utah,-225,-5.0,95,L,N,232.0,under
658,2022-01-18,New York,115,1.5,110,L,N,Minnesota,-135,-1.5,112,W,Y,212.5,over
659,2022-01-18,Golden State,-1500,-14.5,102,W,Y,Detroit,775,14.5,86,L,N,215.5,under
660,2022-01-19,Philadelphia,-750,-11.5,123,W,Y,Orlando,500,11.5,110,L,N,211.5,over
661,2022-01-19,Washington,-130,-1.5,118,L,N,Brooklyn,110,1.5,119,W,Y,230.5,over
662,2022-01-19,Atlanta,-140,-2.5,134,W,Y,Minnesota,120,2.5,122,L,N,233.0,over
663,2022-01-19,Boston,-200,-4.5,102,L,N,Charlotte,170,4.5,111,W,Y,220.5,under
664,2022-01-19,Miami,-430,-8.5,104,W,Y,Portland,320,8.5,92,L,N,215.5,under
665,2022-01-19,Chicago,135,2.5,117,W,Y,Cleveland,-160,-2.5,104,L,N,218.5,over
666,2022-01-19,Milwaukee,-275,-6.5,126,W,Y,Memphis,225,6.5,114,L,N,225.5,over
667,2022-01-19,Dallas,-185,-4.0,102,W,p,Toronto,160,4.0,98,L,p,206.5,under
668,2022-01-19,San Antonio,-275,-6.5,118,W,Y,Oklahoma City,225,6.5,96,L,N,219.0,under
669,2022-01-19,Utah,-800,-12.0,111,L,N,Houston,525,12.0,116,W,Y,232.5,under
670,2022-01-19,Denver,-340,-7.5,130,W,N,Los Angeles Clippers,270,7.5,128,L,Y,212.5,over
671,2022-01-19,Sacramento,-260,-5.5,131,L,N,Detroit,215,5.5,133,W,Y,220.5,over
672,2022-01-19,Los Angeles Lakers,-200,-4.5,104,L,N,Indiana,170,4.5,111,W,Y,222.5,under
673,2022-01-20,New York,-165,-2.5,91,L,N,New Orleans,140,2.5,102,W,Y,210.5,under
674,2022-01-20,Dallas,130,3.0,101,L,N,Phoenix,-150,-3.0,109,W,Y,213.5,under
675,2022-01-20,Golden State,-700,-10.5,117,L,N,Indiana,475,10.5,121,W,Y,216.5,over
676,2022-01-21,Charlotte,-500,-9.5,121,W,Y,Oklahoma City,360,9.5,98,L,N,221.0,under
677,2022-01-21,Orlando,200,5.5,105,L,N,Los Angeles Lakers,-240,-5.5,116,W,Y,221.0,push
678,2022-01-21,Philadelphia,-380,-8.5,101,L,N,Los Angeles Clippers,290,8.5,102,W,Y,212.5,under
679,2022-01-21,Atlanta,-115,-1.0,110,W,Y,Miami,-105,1.0,108,L,N,217.0,over
680,2022-01-21,Boston,-340,-8.0,105,L,N,Portland,270,8.0,109,W,Y,214.5,under
681,2022-01-21,Washington,-125,-1.0,105,L,N,Toronto,105,1.0,109,W,Y,216.5,under
682,2022-01-21,Milwaukee,-430,-9.0,94,W,N,Chicago,320,9.0,90,L,Y,227.5,under
683,2022-01-21,San Antonio,125,2.5,102,L,N,Brooklyn,-145,-2.5,117,W,Y,235.0,under
684,2022-01-21,Denver,-175,-4.0,118,L,N,Memphis,150,4.0,122,W,Y,220.0,over
685,2022-01-21,Utah,-1100,-13.5,111,W,N,Detroit,650,13.5,101,L,Y,218.0,under
686,2022-01-21,Golden State,-605,-12.0,105,W,N,Houston,420,12.0,103,L,Y,229.0,under
687,2022-01-22,Milwaukee,-500,-9.5,133,W,N,Sacramento,360,9.5,127,L,Y,230.5,over
688,2022-01-22,Cleveland,-900,-12.5,94,W,N,Oklahoma City,575,12.5,87,L,Y,209.0,under
689,2022-01-22,Phoenix,-850,-12.0,113,W,N,Indiana,550,12.0,103,L,Y,217.5,under
690,2022-01-23,New York,-170,-4.0,110,W,Y,Los Angeles Clippers,145,4.0,102,L,N,206.5,over
691,2022-01-23,Washington,100,-1.0,87,L,N,Boston,-120,1.0,116,W,Y,217.5,under
692,2022-01-23,Miami,-170,-4.0,113,W,Y,Los Angeles Lakers,145,4.0,107,L,N,216.5,over
693,2022-01-23,Orlando,135,3.5,114,W,Y,Chicago,-160,-3.5,95,L,N,215.5,under
694,2022-01-23,Toronto,-300,-7.5,105,L,N,Portland,250,7.5,114,W,Y,214.5,over
695,2022-01-23,Charlotte,-150,-3.0,91,L,N,Atlanta,130,3.0,113,W,Y,236.5,under
696,2022-01-23,San Antonio,100,1.5,109,L,N,Philadelphia,-120,-1.5,115,W,Y,222.5,over
697,2022-01-23,Dallas,-160,-3.5,104,W,Y,Memphis,135,3.5,91,L,N,216.5,under
698,2022-01-23,Minnesota,-125,-2.5,136,W,Y,Brooklyn,105,2.5,125,L,N,238.5,over
699,2022-01-23,Denver,-700,-11.5,117,W,N,Detroit,475,11.5,111,L,Y,217.0,over
700,2022-01-23,Golden State,-170,-3.5,94,W,N,Utah,145,3.5,92,L,Y,219.0,under
701,2022-01-24,Cleveland,-290,-7.0,95,W,N,New York,240,7.0,93,L,Y,203.0,under
702,2022-01-24,New Orleans,-125,-1.5,117,W,Y,Indiana,105,1.5,113,L,N,215.0,over
703,2022-01-24,Oklahoma City,110,1.5,110,L,Y,Chicago,-130,-1.5,111,W,N,214.5,over
704,2022-01-24,Phoenix,-430,-9.0,115,W,N,Utah,320,9.0,109,L,Y,222.0,over
705,2022-01-25,Philadelphia,-230,-5.5,117,W,Y,New Orleans,190,5.5,107,L,N,213.0,over
706,2022-01-25,Detroit,260,7.0,105,L,Y,Denver,-320,-7.0,110,W,N,219.0,under
707,2022-01-25,Toronto,-165,-3.0,125,W,Y,Charlotte,140,3.0,113,L,N,221.5,over
708,2022-01-25,Washington,-210,-5.0,115,L,N,Los Angeles Clippers,175,5.0,116,W,Y,215.5,over
709,2022-01-25,Boston,-430,-8.5,128,W,Y,Sacramento,320,8.5,75,L,N,219.0,under
710,2022-01-25,Brooklyn,130,3.5,96,L,N,Los Angeles Lakers,-150,-3.5,106,W,Y,226.0,under
711,2022-01-25,Houston,140,3.5,104,L,N,San Antonio,-165,-3.5,134,W,Y,235.5,over
712,2022-01-25,Golden State,-150,-3.5,130,W,Y,Dallas,130,3.5,92,L,N,211.5,over
713,2022-01-25,Portland,130,3.0,107,L,Y,Minnesota,-150,-3.0,109,W,N,227.5,under
714,2022-01-26,Cleveland,165,4.5,115,W,Y,Milwaukee,-195,-4.5,99,L,N,216.5,under
715,2022-01-26,Indiana,105,1.5,126,L,N,Charlotte,-125,-1.5,158,W,Y,225.5,over
716,2022-01-26,Orlando,100,1.0,102,L,N,Los Angeles Clippers,-120,-1.0,111,W,Y,210.5,over
717,2022-01-26,Atlanta,-340,-7.5,121,W,Y,Sacramento,270,7.5,104,L,N,233.5,under
718,2022-01-26,Miami,-270,-6.0,110,W,Y,New York,220,6.0,96,L,N,201.0,over
719,2022-01-26,Brooklyn,310,9.0,118,L,Y,Denver,-415,-9.0,124,W,N,217.0,over
720,2022-01-26,Chicago,-545,-9.0,111,W,N,Toronto,390,9.0,105,L,Y,213.5,over
721,2022-01-26,San Antonio,140,3.5,110,L,N,Memphis,-165,-3.5,118,W,Y,227.5,over
722,2022-01-26,Utah,170,4.5,97,L,N,Phoenix,-200,-4.5,105,W,Y,220.5,under
723,2022-01-26,Portland,155,4.0,112,L,N,Dallas,-180,-4.0,132,W,Y,216.5,over
724,2022-01-26,New Orleans,190,6.0,118,L,p,Denver,-230,-6.0,124,W,p,215.0,over
725,2022-01-26,Brooklyn,130,2.5,111,W,Y,Toronto,-150,-2.5,105,L,N,222.5,under
726,2022-01-27,Philadelphia,-145,-2.0,105,W,Y,Los Angeles Lakers,125,2.0,87,L,N,217.5,under
727,2022-01-27,Golden State,-240,-5.5,124,W,Y,Minnesota,200,5.5,115,L,N,228.0,over
728,2022-01-28,Orlando,-140,-2.5,119,W,Y,Detroit,120,2.5,103,L,N,211.5,over
729,2022-01-28,Charlotte,-290,-6.5,117,W,N,Los Angeles Lakers,240,6.5,114,L,Y,228.5,over
730,2022-01-28,Atlanta,-130,-2.0,108,W,Y,Boston,110,2.0,92,L,N,218.5,under
731,2022-01-28,New Orleans,190,6.0,105,L,N,Denver,-230,-6.0,116,W,Y,215.0,over
732,2022-01-28,Miami,-280,-6.5,121,W,Y,Los Angeles Clippers,230,6.5,114,L,N,210.5,over
733,2022-01-28,Houston,120,2.0,110,L,N,Portland,-140,-2.0,125,W,Y,232.5,over
734,2022-01-28,Memphis,-150,-3.0,119,W,Y,Utah,130,3.0,109,L,N,224.5,over
735,2022-01-28,Oklahoma City,-115,-1.0,110,L,N,Indiana,-105,1.0,113,W,Y,217.0,over
736,2022-01-28,San Antonio,105,2.0,131,W,Y,Chicago,-125,-2.0,122,L,N,228.0,over
737,2022-01-28,Phoenix,-500,-9.0,134,W,Y,Minnesota,360,9.0,124,L,N,231.0,over
738,2022-01-28,Milwaukee,-415,-9.0,123,W,Y,New York,310,9.0,108,L,N,215.0,over
739,2022-01-29,New Orleans,185,5.5,97,L,N,Boston,-225,-5.5,107,W,Y,214.5,under
740,2022-01-29,Dallas,-455,-9.5,132,W,Y,Indiana,335,9.5,105,L,N,216.5,over
741,2022-01-29,Philadelphia,-605,-10.5,103,W,N,Sacramento,420,10.5,101,L,Y,220.5,under
742,2022-01-29,Miami,-235,-5.5,120,L,N,Toronto,195,5.5,124,W,Y,207.5,over
743,2022-01-29,Memphis,-245,-5.5,115,W,Y,Washington,205,5.5,95,L,N,227.0,under
744,2022-01-29,Golden State,-250,-5.5,110,W,N,Brooklyn,210,5.5,106,L,Y,232.0,under
745,2022-01-30,Atlanta,-330,-7.5,129,W,Y,Los Angeles Lakers,265,7.5,121,L,N,226.0,over
746,2022-01-30,Charlotte,-220,-5.0,90,L,N,Los Angeles Clippers,180,5.0,115,W,Y,224.5,under
747,2022-01-30,Chicago,-270,-6.5,130,W,Y,Portland,220,6.5,116,L,N,229.0,over
748,2022-01-30,Detroit,265,7.5,115,W,Y,Cleveland,-330,-7.5,105,L,N,212.5,over
749,2022-01-30,Orlando,185,6.5,110,W,Y,Dallas,-225,-6.5,108,L,N,213.0,over
750,2022-01-30,Milwaukee,-275,-6.5,100,L,N,Denver,225,6.5,136,W,Y,226.5,over
751,2022-01-30,Minnesota,-105,1.0,126,W,Y,Utah,-115,-1.0,106,L,N,226.5,over
752,2022-01-30,Phoenix,-800,-12.5,115,W,N,San Antonio,525,12.5,110,L,Y,228.0,under
753,2022-01-31,Cleveland,-350,-8.0,93,W,N,New Orleans,275,8.0,90,L,Y,210.5,under
754,2022-01-31,Indiana,-125,-1.5,122,W,Y,Los Angeles Clippers,105,1.5,116,L,N,217.5,over
755,2022-01-31,Philadelphia,-160,-3.5,122,W,N,Memphis,135,3.5,119,L,Y,219.0,over
756,2022-01-31,Boston,-150,-3.0,122,W,Y,Miami,130,3.0,92,L,N,209.5,over
757,2022-01-31,New York,-210,-5.0,116,W,Y,Sacramento,175,5.0,96,L,N,214.5,under
758,2022-01-31,Atlanta,-135,-2.0,100,L,N,Toronto,115,2.0,106,W,Y,218.5,under
759,2022-01-31,Houston,420,11.0,108,L,N,Golden State,-605,-11.0,122,W,Y,230.5,under
760,2022-01-31,Oklahoma City,140,3.5,98,W,Y,Portland,-165,-3.5,81,L,N,217.5,under
761,2022-02-01,Detroit,-125,-1.5,101,L,N,New Orleans,105,1.5,111,W,Y,214.5,under
762,2022-02-01,Milwaukee,-750,-11.5,112,W,Y,Washington,500,11.5,98,L,N,223.5,under
763,2022-02-01,Toronto,-140,-2.5,110,W,Y,Miami,120,2.5,106,L,N,210.5,over
764,2022-02-01,Chicago,-555,-10.5,126,W,Y,Orlando,395,10.5,115,L,N,218.5,over
765,2022-02-01,Minnesota,-145,-2.5,130,W,Y,Denver,125,2.5,115,L,N,231.5,over
766,2022-02-01,San Antonio,130,3.0,120,L,N,Golden State,-150,-3.0,124,W,Y,227.5,over
767,2022-02-01,Phoenix,-300,-7.0,121,W,Y,Brooklyn,250,7.0,111,L,N,227.0,over
768,2022-02-02,Indiana,-200,-5.0,118,L,N,Orlando,170,5.0,119,W,Y,219.5,over
769,2022-02-02,Philadelphia,-500,-9.5,103,L,N,Washington,360,9.5,106,W,Y,216.5,under
770,2022-02-02,Boston,-210,-4.5,113,W,Y,Charlotte,175,4.5,107,L,N,220.5,under
771,2022-02-02,New York,140,3.5,108,L,N,Memphis,-165,-3.5,120,W,Y,217.0,over
772,2022-02-02,Houston,140,3.5,115,W,Y,Cleveland,-165,-3.5,104,L,N,219.5,under
773,2022-02-02,Dallas,-700,-11.0,114,L,N,Oklahoma City,475,11.0,120,W,Y,208.5,over
774,2022-02-02,Utah,-130,-2.0,108,W,Y,Denver,110,2.0,104,L,N,226.5,under
775,2022-02-02,Sacramento,150,4.5,112,W,Y,Brooklyn,-175,-4.5,101,L,N,230.5,under
776,2022-02-02,Los Angeles Lakers,-175,-3.5,99,W,Y,Portland,150,3.5,94,L,N,222.0,under
777,2022-02-03,Toronto,-140,-2.5,95,L,N,Miami,120,2.5,112,W,Y,210.5,under
778,2022-02-03,San Antonio,-160,-3.5,95,L,N,Miami,135,3.5,112,W,Y,216.5,under
779,2022-02-03,Detroit,240,6.5,117,L,N,Minnesota,-290,-6.5,128,W,Y,225.5,over
780,2022-02-03,Toronto,-160,-2.5,127,W,Y,Chicago,135,2.5,120,L,N,224.5,over
781,2022-02-03,Atlanta,180,5.5,124,W,Y,Phoenix,-220,-5.5,115,L,N,223.5,over
782,2022-02-03,Golden State,-1100,-13.0,126,W,N,Sacramento,650,13.0,114,L,Y,221.0,over
783,2022-02-03,Los Angeles Clippers,-150,-2.5,111,W,N,Los Angeles Lakers,130,2.5,110,L,Y,217.5,over
784,2022-02-04,Charlotte,-200,-4.5,101,L,N,Cleveland,170,4.5,102,W,Y,218.5,under
785,2022-02-04,Detroit,270,7.5,93,L,N,Boston,-340,-7.5,102,W,Y,213.5,under
786,2022-02-04,Indiana,125,2.5,115,L,N,Chicago,-145,-2.5,122,W,Y,231.5,over
787,2022-02-04,Toronto,-125,-1.5,125,W,Y,Atlanta,105,1.5,114,L,N,214.5,over
788,2022-02-04,San Antonio,-165,-3.5,131,W,Y,Houston,140,3.5,106,L,N,234.5,over
789,2022-02-04,Utah,-230,-5.5,125,W,Y,Brooklyn,190,5.5,102,L,N,227.5,under
790,2022-02-04,Denver,-230,-5.5,105,L,N,New Orleans,190,5.5,113,W,Y,222.5,under
791,2022-02-04,Dallas,-120,-1.5,107,W,Y,Philadelphia,100,1.5,98,L,N,213.5,under
792,2022-02-04,Portland,-330,-7.5,93,L,N,Oklahoma City,265,7.5,96,W,Y,214.0,under
793,2022-02-05,Orlando,265,7.5,115,L,N,Memphis,-330,-7.5,135,W,Y,223.5,over
794,2022-02-05,Charlotte,140,3.5,86,L,N,Miami,-165,-3.5,104,W,Y,224.5,under
795,2022-02-05,Washington,275,7.5,80,L,N,Phoenix,-350,-7.5,95,W,Y,223.0,under
796,2022-02-05,Los Angeles Lakers,-125,-1.5,122,W,Y,New York,105,1.5,115,L,N,212.5,over
797,2022-02-05,Portland,335,8.5,108,L,N,Milwaukee,-455,-8.5,137,W,Y,226.5,over
798,2022-02-05,Sacramento,-280,-6.5,113,W,Y,Oklahoma City,230,6.5,103,L,N,216.5,under
799,2022-02-06,Chicago,110,1.5,108,L,N,Philadelphia,-130,-1.5,119,W,Y,219.5,over
800,2022-02-06,Minnesota,-655,-11.5,118,W,Y,Detroit,445,11.5,105,L,N,229.5,under
801,2022-02-06,Denver,-220,-5.5,124,W,Y,Brooklyn,180,5.5,104,L,N,229.5,under
802,2022-02-06,Cleveland,-230,-5.5,98,W,Y,Indiana,190,5.5,85,L,N,216.5,under
803,2022-02-06,Orlando,290,7.5,83,L,N,Boston,-380,-7.5,116,W,Y,215.5,under
804,2022-02-06,Dallas,-145,-2.5,103,W,Y,Atlanta,125,2.5,94,L,N,218.5,under
805,2022-02-06,Houston,165,4.5,107,L,N,New Orleans,-195,-4.5,120,W,Y,231.0,under
806,2022-02-06,Los Angeles Clippers,165,4.5,113,L,N,Milwaukee,-195,-4.5,137,W,Y,227.0,over
807,2022-02-07,Charlotte,115,2.0,101,L,N,Toronto,-135,-2.0,116,W,Y,225.5,under
808,2022-02-07,Washington,180,5.5,100,L,N,Miami,-220,-5.5,121,W,Y,209.0,over
809,2022-02-07,Chicago,210,6.0,124,L,Y,Phoenix,-250,-6.0,127,W,N,229.0,over
810,2022-02-07,Oklahoma City,500,12.0,98,L,p,Golden State,-750,-12.0,110,W,p,212.0,under
811,2022-02-07,Utah,-330,-7.5,113,W,Y,New York,265,7.5,104,L,N,217.0,push
812,2022-02-08,Philadelphia,-125,-1.5,109,L,N,Phoenix,105,1.5,114,W,Y,217.5,over
813,2022-02-08,Atlanta,-500,-9.5,133,W,Y,Indiana,360,9.5,112,L,N,226.5,over
814,2022-02-08,Brooklyn,210,6.0,91,L,N,Boston,-250,-6.0,126,W,Y,216.5,over
815,2022-02-08,Memphis,-380,-7.5,135,W,Y,Los Angeles Clippers,290,7.5,109,L,N,228.5,over
816,2022-02-08,New Orleans,-380,-8.5,110,W,Y,Houston,290,8.5,97,L,N,228.5,under
817,2022-02-08,Dallas,-750,-11.5,116,W,Y,Detroit,500,11.5,86,L,N,213.5,under
818,2022-02-08,Denver,-300,-7.0,132,W,Y,New York,250,7.0,115,L,N,217.5,over
819,2022-02-08,Los Angeles Lakers,170,4.5,116,L,N,Milwaukee,-200,-4.5,131,W,Y,230.5,over
820,2022-02-08,Portland,-165,-3.5,95,L,N,Orlando,140,3.5,113,W,Y,224.5,under
821,2022-02-08,Sacramento,140,3.5,114,L,N,Minnesota,-165,-3.5,134,W,Y,233.5,over
822,2022-02-09,Cleveland,-280,-6.5,105,W,Y,San Antonio,230,6.5,92,L,N,218.0,under
823,2022-02-09,Charlotte,115,1.5,109,L,N,Chicago,-135,-1.5,121,W,Y,229.5,over
824,2022-02-09,Oklahoma City,360,9.5,98,L,N,Toronto,-500,-9.5,117,W,Y,208.5,over
825,2022-02-09,Utah,-145,-2.5,111,W,Y,Golden State,125,2.5,85,L,N,219.5,under
826,2022-02-09,Portland,270,7.5,107,W,Y,Los Angeles Lakers,-340,-7.5,105,L,N,225.5,under
827,2022-02-09,Sacramento,335,9.0,132,W,Y,Minnesota,-455,-9.0,119,L,N,233.5,over
828,2022-02-10,Detroit,500,10.0,107,L,N,Memphis,-750,-10.0,132,W,Y,225.0,over
829,2022-02-10,Washington,-150,-2.5,113,W,N,Brooklyn,130,2.5,112,L,Y,219.5,over
830,2022-02-10,New Orleans,170,5.0,97,L,N,Miami,-200,-5.0,112,W,Y,217.0,under
831,2022-02-10,Houston,280,7.5,120,L,N,Toronto,-360,-7.5,139,W,Y,226.5,over
832,2022-02-10,Dallas,-320,-7.0,112,W,p,Los Angeles Clippers,260,7.0,105,L,p,216.0,over
833,2022-02-10,Phoenix,-165,-3.5,131,W,Y,Milwaukee,140,3.5,107,L,N,232.5,over
834,2022-02-10,Golden State,-555,-9.5,114,L,N,New York,395,9.5,116,W,Y,218.5,over
835,2022-02-11,Detroit,265,6.5,119,L,N,Charlotte,-330,-6.5,141,W,Y,224.5,over
836,2022-02-11,Indiana,260,7.0,113,L,p,Cleveland,-320,-7.0,120,W,p,214.5,over
837,2022-02-11,Philadelphia,-950,-12.5,100,W,Y,Oklahoma City,600,12.5,87,L,N,209.0,under
838,2022-02-11,Atlanta,-380,-8.0,121,L,N,San Antonio,290,8.0,136,W,Y,232.5,over
839,2022-02-11,Boston,-210,-5.0,108,W,Y,Denver,175,5.0,102,L,N,217.5,under
840,2022-02-11,Chicago,-175,-4.0,134,W,Y,Minnesota,150,4.0,122,L,N,241.0,over
841,2022-02-11,Utah,-900,-12.5,114,W,Y,Orlando,575,12.5,99,L,N,221.5,under
842,2022-02-12,Portland,170,4.5,112,W,Y,New York,-200,-4.5,103,L,N,218.5,under
843,2022-02-12,Charlotte,270,6.0,118,L,N,Memphis,-340,-6.0,125,W,Y,234.5,over
844,2022-02-12,Washington,130,3.0,110,L,N,Sacramento,-150,-3.0,123,W,Y,221.5,over
845,2022-02-12,New Orleans,-200,-4.5,114,L,N,San Antonio,170,4.5,124,W,Y,224.5,over
846,2022-02-12,Philadelphia,-180,-4.0,103,W,Y,Cleveland,155,4.0,93,L,N,206.5,under
847,2022-02-12,Toronto,-165,-3.5,109,L,N,Denver,140,3.5,110,W,Y,222.5,under
848,2022-02-12,Miami,-605,-11.0,115,W,N,Brooklyn,420,11.0,111,L,Y,220.5,over
849,2022-02-12,Chicago,-1000,-13.0,106,W,N,Oklahoma City,625,13.0,101,L,Y,220.0,under
850,2022-02-12,Dallas,-320,-7.0,97,L,N,Los Angeles Clippers,260,7.0,99,W,Y,214.0,under
851,2022-02-12,Golden State,-310,-7.0,117,W,N,Los Angeles Lakers,255,7.0,115,L,Y,224.0,over
852,2022-02-12,Phoenix,-1700,-16.0,132,W,Y,Orlando,850,16.0,105,L,N,225.0,over
853,2022-02-13,Boston,-260,-6.0,105,W,Y,Atlanta,215,6.0,95,L,N,220.5,under
854,2022-02-13,Indiana,200,6.0,120,L,N,Minnesota,-240,-6.0,129,W,Y,235.5,over
855,2022-02-14,Washington,-180,-4.0,103,W,Y,Detroit,155,4.0,94,L,N,217.5,under
856,2022-02-14,Brooklyn,155,4.0,109,W,Y,Sacramento,-180,-4.0,85,L,N,224.5,under
857,2022-02-14,New York,-360,-8.0,123,L,N,Oklahoma City,280,8.0,127,W,Y,206.0,over
858,2022-02-14,Chicago,-230,-4.5,120,W,Y,San Antonio,190,4.5,109,L,N,233.5,under
859,2022-02-14,Milwaukee,-1300,-15.0,107,L,N,Portland,725,15.0,122,W,Y,232.0,under
860,2022-02-14,New Orleans,170,3.5,120,W,Y,Toronto,-200,-3.5,90,L,N,222.0,under
861,2022-02-14,Denver,-655,-10.5,121,W,N,Orlando,445,10.5,111,L,Y,225.0,over
862,2022-02-14,Utah,-1000,-14.0,135,W,Y,Houston,625,14.0,101,L,N,229.5,over
863,2022-02-14,Los Angeles Clippers,210,5.5,119,W,Y,Golden State,-250,-5.5,104,L,N,222.5,over
864,2022-02-15,Atlanta,110,1.5,124,W,Y,Cleveland,-130,-1.5,116,L,N,221.0,over
865,2022-02-15,Miami,-165,-3.0,99,L,N,Dallas,140,3.0,107,W,Y,209.5,under
866,2022-02-15,Philadelphia,105,1.0,87,L,N,Boston,-125,-1.0,135,W,Y,210.0,over
867,2022-02-15,Milwaukee,-750,-11.5,128,W,N,Indiana,500,11.5,119,L,Y,232.0,over
868,2022-02-15,Minnesota,-275,-6.5,126,W,N,Charlotte,225,6.5,120,L,Y,243.5,over
869,2022-02-15,New Orleans,140,3.5,109,L,N,Memphis,-165,-3.5,121,W,Y,227.5,over
870,2022-02-15,Phoenix,-950,-12.5,103,W,N,Los Angeles Clippers,600,12.5,96,L,Y,222.0,under
871,2022-02-16,Orlando,200,6.0,109,L,N,Atlanta,-240,-6.0,130,W,Y,229.5,over
872,2022-02-16,Boston,-950,-12.5,111,L,N,Detroit,600,12.5,112,W,Y,216.0,over
873,2022-02-16,Indiana,-115,-1.0,113,W,Y,Washington,-105,1.0,108,L,N,225.5,under
874,2022-02-16,New York,-185,-4.5,106,L,N,Brooklyn,160,4.5,111,W,Y,217.0,push
875,2022-02-16,Chicago,-220,-5.5,125,W,Y,Sacramento,180,5.5,118,L,N,232.5,over
876,2022-02-16,Memphis,-750,-11.5,119,L,N,Portland,500,11.5,123,W,Y,228.0,over
877,2022-02-16,Minnesota,-105,1.0,91,L,N,Toronto,-115,-1.0,103,W,Y,229.5,under
878,2022-02-16,Oklahoma City,260,7.5,106,L,N,San Antonio,-320,-7.5,114,W,Y,218.0,over
879,2022-02-16,Phoenix,-1500,-15.5,124,W,N,Houston,775,15.5,121,L,Y,234.0,over
880,2022-02-16,Golden State,-225,-5.5,116,L,N,Denver,185,5.5,117,W,Y,225.5,over
881,2022-02-16,Los Angeles Lakers,180,5.5,106,W,Y,Utah,-220,-5.5,101,L,N,226.0,under
882,2022-02-17,Charlotte,175,4.5,107,L,Y,Miami,-210,-4.5,111,W,N,226.5,under
883,2022-02-17,Brooklyn,-185,-4.0,103,L,N,Washington,160,4.0,117,W,Y,218.0,over
884,2022-02-17,New Orleans,135,3.0,118,L,N,Dallas,-160,-3.0,125,W,Y,215.5,over
885,2022-02-17,Milwaukee,-235,-6.0,120,L,N,Philadelphia,195,6.0,123,W,Y,223.0,over
886,2022-02-17,Los Angeles Clippers,-605,-10.0,142,W,Y,Houston,420,10.0,111,L,N,228.5,over
887,2022-02-24,Detroit,315,8.5,106,W,Y,Cleveland,-420,-8.5,103,L,N,210.0,under
888,2022-02-24,Brooklyn,155,4.0,106,L,N,Boston,-180,-4.0,129,W,Y,213.5,over
889,2022-02-24,Chicago,-175,-4.0,112,W,p,Atlanta,150,4.0,108,L,p,234.5,under
890,2022-02-24,Minnesota,115,2.0,119,W,Y,Memphis,-135,-2.0,114,L,N,239.0,under
891,2022-02-24,Oklahoma City,400,10.0,104,L,N,Phoenix,-565,-10.0,124,W,Y,213.5,over
892,2022-02-24,Portland,220,6.5,95,L,N,Golden State,-270,-6.5,132,W,Y,223.0,over
893,2022-02-24,Sacramento,160,4.5,110,L,N,Denver,-185,-4.5,128,W,Y,229.0,over
894,2022-02-25,Charlotte,110,1.5,125,W,Y,Toronto,-130,-1.5,93,L,N,225.5,under
895,2022-02-25,Indiana,-290,-7.0,125,L,N,Oklahoma City,240,7.0,129,W,Y,216.5,over
896,2022-02-25,Orlando,-175,-4.0,119,W,Y,Houston,150,4.0,111,L,N,228.5,over
897,2022-02-25,Washington,110,1.5,153,L,N,San Antonio,-130,-1.5,157,W,Y,225.0,over
898,2022-02-25,New York,165,-4.5,100,L,N,Miami,-195,4.5,115,W,Y,211.0,over
899,2022-02-25,Minnesota,110,-1.0,102,L,N,Philadelphia,-130,1.0,133,W,Y,227.0,over
900,2022-02-25,Phoenix,-330,-7.5,102,L,N,New Orleans,265,7.5,117,W,Y,224.5,under
901,2022-02-25,Utah,-250,-6.0,114,W,N,Dallas,210,6.0,109,L,Y,215.5,over
902,2022-02-25,Los Angeles Lakers,-120,-1.5,102,L,N,Los Angeles Clippers,100,1.5,105,W,Y,223.5,under
903,2022-02-26,Detroit,420,10.5,104,L,Y,Boston,-605,-10.5,113,W,N,215.0,over
904,2022-02-26,Atlanta,-140,-2.0,127,W,Y,Toronto,120,2.0,100,L,N,225.0,over
905,2022-02-26,Cleveland,-330,-7.0,92,W,N,Washington,265,7.0,86,L,Y,209.0,under
906,2022-02-26,Miami,-350,-7.5,133,W,N,San Antonio,275,7.5,129,L,Y,224.5,over
907,2022-02-26,Chicago,-125,0.0,110,L,N,Memphis,105,0.0,116,W,Y,236.0,under
908,2022-02-26,Milwaukee,-500,-9.5,123,L,N,Brooklyn,360,9.5,126,W,Y,234.5,over
909,2022-02-26,Denver,-380,-8.5,115,W,N,Sacramento,290,8.5,110,L,Y,235.5,under
910,2022-02-27,New York,320,7.0,109,L,N,Philadelphia,-430,-7.0,125,W,Y,215.5,over
911,2022-02-27,Phoenix,110,-1.0,114,L,N,Utah,-130,1.0,118,W,Y,227.5,over
912,2022-02-27,Indiana,280,7.0,128,W,Y,Boston,-360,-7.0,107,L,N,223.5,over
913,2022-02-27,Charlotte,-605,-10.0,126,L,N,Detroit,420,10.0,127,W,Y,227.0,over
914,2022-02-27,Houston,250,7.0,98,L,Y,Los Angeles Clippers,-300,-7.0,99,W,N,229.0,under
915,2022-02-27,Golden State,-195,-4.0,101,L,N,Dallas,165,4.0,107,W,Y,219.0,under
916,2022-02-27,Portland,290,8.0,92,L,N,Denver,-380,-8.0,124,W,Y,230.5,under
